INFO     Round   0 || Average train loss 0.099 || Average test loss 8.049 || Average test accuracy 19.588
INFO     Round  80 || Average train loss 0.004 || Average test loss 0.639 || Average test accuracy 82.786
INFO     Round  81 || Average train loss 0.004 || Average test loss 0.547 || Average test accuracy 86.019
INFO     Round  82 || Average train loss 0.005 || Average test loss 0.534 || Average test accuracy 84.734
INFO     Round  83 || Average train loss 0.006 || Average test loss 0.543 || Average test accuracy 84.113
INFO     Round  84 || Average train loss 0.004 || Average test loss 0.698 || Average test accuracy 82.098
INFO     Round  85 || Average train loss 0.005 || Average test loss 0.571 || Average test accuracy 84.798
INFO     Round  86 || Average train loss 0.004 || Average test loss 0.535 || Average test accuracy 85.706
INFO     Round  87 || Average train loss 0.004 || Average test loss 0.838 || Average test accuracy 79.877
INFO     Round  88 || Average train loss 0.008 || Average test loss 0.665 || Average test accuracy 81.613
INFO     Round  89 || Average train loss 0.005 || Average test loss 0.550 || Average test accuracy 84.766
INFO     Round  90 || Average train loss 0.004 || Average test loss 0.566 || Average test accuracy 84.466
INFO     Round  91 || Average train loss 0.006 || Average test loss 0.530 || Average test accuracy 85.245
INFO     Round  92 || Average train loss 0.003 || Average test loss 0.527 || Average test accuracy 86.146
INFO     Round  93 || Average train loss 0.005 || Average test loss 0.633 || Average test accuracy 83.007
INFO     Round  94 || Average train loss 0.004 || Average test loss 0.609 || Average test accuracy 84.812
INFO     Round  95 || Average train loss 0.003 || Average test loss 0.535 || Average test accuracy 85.799
INFO     Round  96 || Average train loss 0.005 || Average test loss 0.630 || Average test accuracy 84.563
INFO     Round  97 || Average train loss 0.003 || Average test loss 0.650 || Average test accuracy 82.595
INFO     Round  98 || Average train loss 0.005 || Average test loss 0.679 || Average test accuracy 83.818
INFO     Round  99 || Average train loss 0.004 || Average test loss 0.494 || Average test accuracy 86.919
